fuel,population,motor_tax,n_licensed_drivers,capita_income,highway,population_driver`s_licence
1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0
1.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
1.0,-1.0,0.0,0.0,0.0,0.0,1.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,0.0,0.0,1.0
-1.0,0.0,1.0,0.0,0.0,0.0,-1.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,1.0,0.0,-1.0
-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0
-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,0.0,1.0,0.0,0.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,1.0,0.0,1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,-1.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0
1.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,-1.0,0.0,1.0,0.0,1.0
-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0
-1.0,1.0,0.0,1.0,1.0,0.0,1.0
-1.0,1.0,0.0,1.0,1.0,0.0,1.0
-1.0,0.0,1.0,0.0,0.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.0,0.0,1.0,0.0,1.0,-1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,1.0,-1.0,0.0
-1.0,1.0,0.0,1.0,1.0,0.0,0.0
-1.0,1.0,1.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,0.0,0.0
-1.0,1.0,1.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,-1.0,0.0
-1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,-1.0,1.0
-1.0,1.0,1.0,1.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,1.0
-1.0,0.0,1.0,0.0,1.0,-1.0,1.0
-1.0,0.0,0.0,0.0,1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0,-1.0,0.0
-1.0,1.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,1.0
-1.0,0.0,1.0,0.0,1.0,-1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,1.0,1.0,1.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,-1.0,1.0
-1.0,1.0,1.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,1.0
-1.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,0.0,1.0,0.0,1.0,-1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,-1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,-1.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0
-1.0,1.0,0.0,1.0,1.0,0.0,0.0
-1.0,1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.0,1.0,-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,0.0,1.0,1.0
-1.0,1.0,0.0,1.0,1.0,1.0,0.0
-1.0,0.0,-1.0,0.0,1.0,0.0,1.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,1.0
-1.0,0.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,0.0,-1.0,0.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0
-1.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,0.0,1.0,1.0
-1.0,1.0,0.0,1.0,1.0,1.0,0.0
-1.0,0.0,-1.0,0.0,1.0,0.0,1.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,1.0
1.0,0.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,-1.0,0.0,1.0,1.0,1.0
-1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,-1.0
-1.0,1.0,1.0,1.0,1.0,0.0,-1.0
-1.0,1.0,0.0,1.0,0.0,1.0,-1.0
-1.0,0.0,1.0,0.0,1.0,0.0,-1.0
-1.0,1.0,0.0,1.0,1.0,1.0,-1.0
-1.0,1.0,1.0,1.0,0.0,1.0,-1.0
-1.0,1.0,0.0,1.0,1.0,1.0,-1.0
-1.0,1.0,1.0,1.0,0.0,1.0,-1.0
-1.0,1.0,0.0,1.0,0.0,0.0,-1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,1.0,1.0,1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0
-1.0,1.0,1.0,1.0,0.0,0.0,-1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,1.0,1.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,1.0,1.0,0.0
-1.0,0.0,1.0,0.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0
-1.0,1.0,0.0,1.0,0.0,0.0,-1.0
-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0
-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0
-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0
-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0
-1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0
-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0
1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0
-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,-1.0,1.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,-1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,-1.0,0.0,0.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,1.0,-1.0,0.0
-1.0,1.0,0.0,1.0,1.0,0.0,0.0
-1.0,1.0,1.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,0.0,0.0
-1.0,1.0,1.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,-1.0,0.0
-1.0,1.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.0,1.0,0.0,0.0,-1.0,1.0
-1.0,1.0,1.0,1.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,1.0
-1.0,0.0,1.0,0.0,1.0,-1.0,1.0
-1.0,0.0,0.0,0.0,1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0,-1.0,0.0
-1.0,1.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,1.0
-1.0,0.0,1.0,0.0,1.0,-1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,1.0,1.0,1.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,-1.0,1.0
-1.0,1.0,1.0,0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,0.0,-1.0,1.0
-1.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,0.0,1.0,0.0,1.0,-1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,-1.0,1.0,0.0
1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0
-1.0,0.0,0.0,0.0,-1.0,1.0,0.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,-1.0,1.0,0.0
1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0
1.0,-1.0,0.0,-1.0,0.0,0.0,1.0
1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0
1.0,-1.0,0.0,-1.0,0.0,0.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0
1.0,0.0,0.0,-1.0,-1.0,0.0,0.0
1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0
1.0,-1.0,-1.0,0.0,0.0,1.0,1.0
1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
-1.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0
-1.0,0.0,1.0,0.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,-1.0,0.0
-1.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,0.0,0.0,1.0
-1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0
-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,0.0,1.0,0.0,1.0
-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0
1.0,1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,1.0,0.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,-1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0
-1.0,1.0,0.0,1.0,-1.0,0.0,0.0
1.0,0.0,-1.0,0.0,-1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,-1.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,-1.0,0.0,-1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,-1.0,0.0,-1.0,1.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,-1.0,0.0,0.0
1.0,0.0,-1.0,0.0,-1.0,0.0,1.0
1.0,0.0,-1.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,1.0,1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
-1.0,-1.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0
1.0,0.0,-1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
1.0,0.0,0.0,0.0,0.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
1.0,-1.0,-1.0,0.0,1.0,0.0,1.0
1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0
