Density_under_water_weighing,Body_Fat,age,weight,height,neck_circumfence,chest_circumfence,abdomen_2_circumfence,hip_circumfence,thigh_circumfence,knee_circumfence,ankle_circumfence,biceps_circumfence,forearm_circumfence,wrist_circumfence
1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0
-1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0
-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
-1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0
-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0
1.0,1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0
1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,-1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0
-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
